Latitude (decimal degrees):	25.033 
Longitude (decimal degrees):	121.565 
Elevation (m):	15 
Radiation database:	PVGIS-ERA5 
 
 
Slope: 30 deg.  
Azimuth: -179 deg.  
Nominal power of the PV system (c-Si) (kWp):	1.0 
System losses (%):	14.0 
time,P,G(i),H_sun,T2m,WS10m,Int 
20200721:1530,0.0,0.0,0.0,27.7,1.66,0.0
20200721:1630,0.0,0.0,0.0,27.25,1.45,0.0
20200721:1730,0.0,0.0,0.0,26.86,1.31,0.0
20200721:1830,0.0,0.0,0.0,26.52,1.24,0.0
20200721:1930,0.0,0.0,0.0,26.45,1.17,0.0
20200721:2030,0.0,0.0,0.0,26.34,1.1,0.0
20200721:2130,2.3,11.31,2.15,26.22,1.1,0.0
20200721:2230,159.51,225.99,15.02,26.31,1.03,0.0
20200721:2330,267.98,358.72,28.23,28.27,0.97,0.0
20200722:0030,376.03,498.29,41.61,29.29,1.1,0.0
20200722:0130,506.77,683.48,55.18,30.38,1.03,0.0
20200722:0230,507.28,686.47,68.73,31.56,1.17,0.0
20200722:0330,570.55,776.02,81.62,32.05,1.66,0.0
20200722:0430,489.73,653.05,81.63,32.19,2.21,0.0
20200722:0530,401.28,531.38,68.74,31.43,2.07,0.0
20200722:0630,218.82,293.76,55.19,30.83,1.79,0.0
20200722:0730,171.54,234.87,41.62,30.64,1.31,0.0
20200722:0830,236.84,322.37,28.17,30.71,1.24,0.0
20200722:0930,146.83,215.38,14.94,30.95,1.52,0.0
20200722:1030,2.37,11.63,2.06,30.54,1.59,0.0
20200722:1130,0.0,0.0,0.0,29.85,1.52,0.0
20200722:1230,0.0,0.0,0.0,29.26,1.66,0.0
20200722:1330,0.0,0.0,0.0,28.82,1.86,0.0
20200722:1430,0.0,0.0,0.0,28.36,1.93,0.0
20200722:1530,0.0,0.0,0.0,27.99,1.79,0.0
20200722:1630,0.0,0.0,0.0,27.5,1.59,0.0
20200722:1730,0.0,0.0,0.0,27.12,1.45,0.0
20200722:1830,0.0,0.0,0.0,26.8,1.45,0.0
20200722:1930,0.0,0.0,0.0,26.73,1.31,0.0
20200722:2030,0.0,0.0,0.0,26.5,1.38,0.0
20200722:2130,2.41,11.54,2.06,26.29,1.38,0.0
20200722:2230,154.4,219.17,14.93,26.39,1.45,0.0
20200722:2330,292.66,389.36,28.16,28.51,1.86,0.0
20200723:0030,414.18,546.13,41.55,29.59,2.07,0.0
20200723:0130,486.96,646.34,55.12,30.7,2.14,0.0
20200723:0230,391.26,516.58,68.66,31.07,2.14,0.0
20200723:0330,436.01,583.64,81.49,31.07,1.79,0.0
20200723:0430,331.89,443.55,81.51,31.62,1.52,0.0
20200723:0530,434.94,583.59,68.69,30.41,0.97,0.0
20200723:0630,233.55,315.52,55.15,31.21,0.9,0.0
20200723:0730,276.08,368.23,41.57,30.09,1.52,0.0
20200723:0830,277.38,374.88,28.12,30.33,1.52,0.0
20200723:0930,138.5,203.2,14.88,30.63,1.72,0.0
20200723:1030,2.38,11.63,1.98,30.31,1.66,0.0
20200723:1130,0.0,0.0,0.0,29.82,1.52,0.0
20200723:1230,0.0,0.0,0.0,29.31,1.38,0.0
20200723:1330,0.0,0.0,0.0,28.77,1.31,0.0
20200723:1430,0.0,0.0,0.0,28.12,1.31,0.0
20200723:1530,0.0,0.0,0.0,27.51,1.24,0.0
20200723:1630,0.0,0.0,0.0,27.05,1.24,0.0
20200723:1730,0.0,0.0,0.0,26.74,1.38,0.0
20200723:1830,0.0,0.0,0.0,26.52,1.45,0.0
20200723:1930,0.0,0.0,0.0,26.52,1.38,0.0
20200723:2030,0.0,0.0,0.0,26.29,1.52,0.0
20200723:2130,2.32,11.36,1.96,26.13,1.59,0.0
20200723:2230,149.77,212.75,14.85,26.35,1.52,0.0
20200723:2330,298.54,397.79,28.09,28.47,1.66,0.0
20200724:0030,422.36,557.39,41.48,29.78,2.14,0.0
20200724:0130,511.83,681.19,55.06,31.2,2.41,0.0
20200724:0230,548.83,738.79,68.59,32.29,2.28,0.0
20200724:0330,558.08,757.47,81.36,32.99,2.07,0.0
20200724:0430,584.18,800.85,81.4,33.45,1.86,0.0
20200724:0530,497.14,673.39,68.63,33.61,1.79,0.0
20200724:0630,420.13,568.4,55.1,33.79,1.59,0.0
20200724:0730,349.23,469.84,41.52,32.84,1.59,0.0
20200724:0830,236.91,326.05,28.06,33.09,1.45,0.0
20200724:0930,135.31,202.15,14.81,32.75,0.69,0.0
20200724:1030,3.12,13.21,1.9,32.07,0.07,0.0
20200724:1130,0.0,0.0,0.0,31.07,0.34,0.0
20200724:1230,0.0,0.0,0.0,30.39,0.28,0.0
20200724:1330,0.0,0.0,0.0,29.85,0.21,0.0
20200724:1430,0.0,0.0,0.0,29.49,0.21,0.0
20200724:1530,0.0,0.0,0.0,28.94,0.48,0.0
20200724:1630,0.0,0.0,0.0,28.19,0.83,0.0
20200724:1730,0.0,0.0,0.0,27.61,0.97,0.0
20200724:1830,0.0,0.0,0.0,27.33,0.97,0.0
20200724:1930,0.0,0.0,0.0,27.33,1.59,0.0
20200724:2030,0.0,0.0,0.0,27.27,1.72,0.0
20200724:2130,3.07,12.9,1.86,27.11,1.45,0.0
20200724:2230,101.25,148.36,14.77,27.11,1.31,0.0
20200724:2330,228.14,306.27,28.02,28.33,1.52,0.0
20200725:0030,352.53,463.91,41.42,29.14,2.0,0.0
20200725:0130,448.54,592.41,55.0,29.94,1.86,0.0
20200725:0230,422.85,562.71,68.52,30.8,1.52,0.0
20200725:0330,392.62,525.03,81.23,31.03,1.38,0.0
20200725:0430,280.39,375.54,81.27,31.23,0.97,0.0
20200725:0530,253.39,340.4,68.57,30.92,0.9,0.0
20200725:0630,279.04,375.66,55.05,30.98,0.69,0.0
20200725:0730,281.91,374.42,41.47,30.41,2.28,0.0
20200725:0830,216.46,295.51,28.0,30.69,1.45,0.0
20200725:0930,88.16,135.08,14.73,30.64,0.69,0.0
20200725:1030,1.36,9.41,1.81,29.65,0.62,0.0
20200725:1130,0.0,0.0,0.0,29.23,1.38,0.0
20200725:1230,0.0,0.0,0.0,28.88,1.31,0.0
20200725:1330,0.0,0.0,0.0,28.63,1.1,0.0
20200725:1430,0.0,0.0,0.0,28.12,1.03,0.0
20200725:1530,0.0,0.0,0.0,27.7,1.31,0.0
20200725:1630,0.0,0.0,0.0,27.38,1.72,0.0
20200725:1730,0.0,0.0,0.0,27.17,1.45,0.0
20200725:1830,0.0,0.0,0.0,26.96,1.24,0.0
20200725:1930,0.0,0.0,0.0,26.89,1.1,0.0
20200725:2030,0.0,0.0,0.0,27.39,0.34,0.0
20200725:2130,3.14,13.03,1.77,27.07,0.21,0.0
20200725:2230,107.23,156.66,14.68,26.78,0.62,0.0
20200725:2330,250.18,335.4,27.95,27.9,0.97,0.0
20200726:0030,317.19,419.42,41.36,29.02,1.31,0.0
20200726:0130,460.18,613.3,54.93,30.16,1.72,0.0
20200726:0230,518.3,698.35,68.45,31.32,1.86,0.0
20200726:0330,524.92,712.95,81.09,31.97,1.66,0.0
20200726:0430,368.7,496.2,81.13,32.1,1.59,0.0
20200726:0530,283.67,377.69,68.5,30.17,1.59,0.0
20200726:0630,276.58,371.23,54.99,29.56,0.41,0.0
20200726:0730,235.13,315.77,41.41,29.9,1.24,0.0
20200726:0830,188.51,258.64,27.93,30.21,1.45,0.0
20200726:0930,119.76,178.66,14.65,30.02,1.52,0.0
20200726:1030,2.08,11.0,1.72,29.79,1.52,0.0
20200726:1130,0.0,0.0,0.0,29.23,1.52,0.0
20200726:1230,0.0,0.0,0.0,28.73,1.24,0.0
20200726:1330,0.0,0.0,0.0,28.12,1.03,0.0
20200726:1430,0.0,0.0,0.0,27.7,0.97,0.0
20200726:1530,0.0,0.0,0.0,27.43,1.24,0.0
20200726:1630,0.0,0.0,0.0,27.16,1.38,0.0
20200726:1730,0.0,0.0,0.0,26.8,1.24,0.0
20200726:1830,0.0,0.0,0.0,26.89,0.9,0.0
20200726:1930,0.0,0.0,0.0,27.17,0.9,0.0
20200726:2030,0.0,0.0,0.0,26.4,1.24,0.0
20200726:2130,3.35,13.39,1.67,26.29,1.17,0.0
20200726:2230,123.81,178.59,14.6,26.48,1.1,0.0
20200726:2330,245.25,329.51,27.87,28.17,0.97,0.0
20200727:0030,374.66,497.01,41.29,29.05,1.24,0.0
20200727:0130,427.3,570.91,54.87,29.96,1.31,0.0
20200727:0230,494.43,667.33,68.38,30.75,1.17,0.0
20200727:0330,467.72,638.54,80.94,31.33,0.83,0.0
20200727:0430,300.53,404.63,80.99,31.72,1.03,0.0
20200727:0530,342.26,461.38,68.43,30.05,0.21,0.0
20200727:0630,231.04,311.41,54.93,29.68,0.55,0.0
20200727:0730,158.19,216.72,41.35,28.89,1.17,0.0
20200727:0830,100.9,145.64,27.86,28.47,1.52,0.0
20200727:0930,83.8,127.33,14.57,28.23,1.86,0.0
20200727:1030,2.98,12.76,1.62,28.06,2.0,0.0
20200727:1130,0.0,0.0,0.0,27.66,1.79,0.0
20200727:1230,0.0,0.0,0.0,27.38,1.93,0.0
20200727:1330,0.0,0.0,0.0,27.18,2.07,0.0
20200727:1430,0.0,0.0,0.0,27.04,2.0,0.0
20200727:1530,0.0,0.0,0.0,26.81,1.72,0.0
20200727:1630,0.0,0.0,0.0,26.54,1.31,0.0
20200727:1730,0.0,0.0,0.0,26.28,1.24,0.0
20200727:1830,0.0,0.0,0.0,26.15,1.31,0.0
20200727:1930,0.0,0.0,0.0,26.0,1.38,0.0
20200727:2030,0.0,0.0,0.0,25.94,1.17,0.0
20200727:2130,1.59,9.82,1.57,26.07,1.03,0.0
20200727:2230,120.35,175.56,14.52,26.46,0.83,0.0
20200727:2330,232.01,312.73,27.8,27.56,0.48,0.0
20200728:0030,349.02,464.72,41.23,28.4,0.34,0.0
20200728:0130,434.51,582.11,54.81,29.26,0.55,0.0
20200728:0230,406.55,540.81,68.3,29.8,0.9,0.0
20200728:0330,318.42,421.4,80.79,28.96,0.97,0.0
20200728:0430,301.09,400.49,80.83,28.78,0.83,0.0
20200728:0530,269.17,358.38,68.35,28.56,0.62,0.0
20200728:0630,256.39,340.06,54.86,29.0,1.24,0.0
20200728:0730,211.3,281.24,41.28,28.27,2.21,0.0
20200728:0830,186.79,253.73,27.78,28.23,2.14,0.0
20200728:0930,103.5,154.31,14.49,28.49,2.14,0.0
20200728:1030,2.02,10.82,1.52,28.29,2.07,0.0
20200728:1130,0.0,0.0,0.0,27.82,2.21,0.0
20200728:1230,0.0,0.0,0.0,27.43,2.07,0.0
20200728:1330,0.0,0.0,0.0,27.07,1.93,0.0
20200728:1430,0.0,0.0,0.0,26.79,1.86,0.0
20200728:1530,0.0,0.0,0.0,26.51,1.79,0.0
20200728:1630,0.0,0.0,0.0,26.39,1.86,0.0
20200728:1730,0.0,0.0,0.0,26.13,1.86,0.0
20200728:1830,0.0,0.0,0.0,25.8,1.45,0.0
20200728:1930,0.0,0.0,0.0,25.93,1.03,0.0
20200728:2030,0.0,0.0,0.0,25.73,1.03,0.0
20200728:2130,1.47,9.55,1.47,25.73,0.9,0.0
20200728:2230,80.2,121.6,14.44,25.74,0.97,0.0
20200728:2330,255.74,340.92,27.73,26.82,1.17,0.0
20200729:0030,372.1,487.9,41.16,27.93,1.72,0.0
20200729:0130,441.79,578.2,54.75,28.99,2.41,0.0
20200729:0230,468.07,612.78,68.22,29.95,3.03,0.0
20200729:0330,583.0,767.28,80.64,30.48,3.79,0.0
20200729:0430,588.71,776.11,80.67,31.14,4.07,0.0
20200729:0530,559.95,735.59,68.27,31.46,4.34,0.0
20200729:0630,482.3,629.69,54.79,31.51,4.76,0.0
20200729:0730,288.39,378.94,41.2,30.87,4.28,0.0
20200729:0830,265.4,355.29,27.7,30.11,4.28,0.0
20200729:0930,142.56,209.29,14.39,29.59,4.28,0.0
20200729:1030,1.64,10.0,1.41,28.65,4.07,0.0
20200729:1130,0.0,0.0,0.0,27.63,3.52,0.0
20200729:1230,0.0,0.0,0.0,27.04,3.24,0.0
20200729:1330,0.0,0.0,0.0,26.64,3.1,0.0
20200729:1430,0.0,0.0,0.0,26.33,2.69,0.0
20200729:1530,0.0,0.0,0.0,26.11,2.55,0.0
20200729:1630,0.0,0.0,0.0,25.73,2.28,0.0
20200729:1730,0.0,0.0,0.0,25.44,2.55,0.0
20200729:1830,0.0,0.0,0.0,25.27,2.55,0.0
20200729:1930,0.0,0.0,0.0,25.74,2.34,0.0
20200729:2030,0.0,0.0,0.0,25.48,2.14,0.0
20200729:2130,1.46,9.5,1.37,25.34,2.48,0.0
20200729:2230,148.54,212.05,14.35,25.52,2.69,0.0
20200729:2330,286.05,375.93,27.66,26.76,3.38,0.0
20200730:0030,415.36,536.79,41.1,28.02,3.93,0.0
20200730:0130,504.93,652.6,54.68,29.13,4.69,0.0
20200730:0230,568.72,739.99,68.15,30.02,4.97,0.0
20200730:0330,601.19,785.47,80.48,30.67,5.24,0.0
20200730:0430,593.14,776.15,80.5,30.95,5.38,0.0
20200730:0530,564.79,733.79,68.17,31.04,5.86,0.0
20200730:0630,371.36,483.63,54.71,30.69,5.72,0.0
20200730:0730,284.03,375.77,41.13,30.59,4.14,0.0
20200730:0830,207.36,280.11,27.62,30.02,4.14,0.0
20200730:0930,123.3,181.93,14.3,29.18,4.48,0.0
20200730:1030,2.62,12.04,1.3,28.04,4.28,0.0
20200730:1130,0.0,0.0,0.0,26.99,4.14,0.0
20200730:1230,0.0,0.0,0.0,26.23,3.86,0.0
20200730:1330,0.0,0.0,0.0,25.78,3.72,0.0
20200730:1430,0.0,0.0,0.0,25.49,3.79,0.0
20200730:1530,0.0,0.0,0.0,25.3,3.24,0.0
20200730:1630,0.0,0.0,0.0,25.25,3.17,0.0
20200730:1730,0.0,0.0,0.0,25.17,3.24,0.0
20200730:1830,0.0,0.0,0.0,25.18,3.31,0.0
20200730:1930,0.0,0.0,0.0,25.55,3.17,0.0
20200730:2030,0.0,0.0,0.0,25.49,3.31,0.0
20200730:2130,1.98,10.63,1.28,25.36,3.24,0.0
20200730:2230,109.19,158.94,14.27,25.43,3.17,0.0
20200730:2330,260.61,342.9,27.59,26.41,3.38,0.0
20200731:0030,361.53,467.07,41.03,27.88,4.07,0.0
20200731:0130,474.43,613.68,54.62,29.07,4.55,0.0
20200731:0230,533.6,693.49,68.07,30.02,4.97,0.0
20200731:0330,592.83,777.14,80.32,30.76,4.76,0.0
20200731:0430,590.3,777.98,80.32,31.63,4.55,0.0
20200731:0530,516.87,681.99,68.08,32.05,4.62,0.0
20200731:0630,346.16,455.48,54.63,32.04,4.69,0.0
20200731:0730,322.99,425.94,41.04,30.98,4.14,0.0
20200731:0830,197.3,269.2,27.53,30.74,3.59,0.0
20200731:0930,125.56,186.83,14.2,30.2,2.9,0.0
20200731:1030,2.22,11.27,1.19,29.45,2.9,0.0
20200731:1130,0.0,0.0,0.0,28.37,2.69,0.0
20200731:1230,0.0,0.0,0.0,27.52,2.9,0.0
20200731:1330,0.0,0.0,0.0,26.88,2.9,0.0
20200731:1430,0.0,0.0,0.0,26.43,2.83,0.0
20200731:1530,0.0,0.0,0.0,26.08,2.76,0.0
20200731:1630,0.0,0.0,0.0,25.77,2.55,0.0
20200731:1730,0.0,0.0,0.0,25.49,2.41,0.0
20200731:1830,0.0,0.0,0.0,25.27,2.34,0.0
20200731:1930,0.0,0.0,0.0,25.53,2.34,0.0
20200731:2030,0.0,0.0,0.0,25.28,2.14,0.0
20200731:2130,2.48,11.63,1.18,24.96,1.79,0.0
20200731:2230,133.06,191.0,14.19,25.05,1.86,0.0
20200731:2330,288.11,382.09,27.52,27.02,2.07,0.0
20200801:0030,412.08,541.19,40.97,28.66,2.21,0.0
20200801:0130,506.88,670.89,54.55,30.13,2.41,0.0
20200801:0230,566.28,755.12,67.98,31.29,2.83,0.0
20200801:0330,593.98,794.44,80.15,32.16,3.31,0.0
20200801:0430,543.43,722.67,80.14,32.74,3.45,0.0
20200801:0530,555.99,744.41,67.97,33.02,3.17,0.0
20200801:0630,395.05,524.57,54.54,33.01,2.83,0.0
20200801:0730,287.19,382.15,40.96,31.82,3.1,0.0
20200801:0830,256.31,346.99,27.43,30.88,3.03,0.0
20200801:0930,135.51,202.75,14.09,30.76,2.83,0.0
20200801:1030,1.32,9.32,1.07,30.05,2.28,0.0
20200801:1130,0.0,0.0,0.0,29.3,2.0,0.0
20200801:1230,0.0,0.0,0.0,28.59,1.93,0.0
20200801:1330,0.0,0.0,0.0,27.96,1.66,0.0
20200801:1430,0.0,0.0,0.0,27.32,1.31,0.0
20200801:1530,0.0,0.0,0.0,26.81,1.03,0.0
20200801:1630,0.0,0.0,0.0,26.54,0.97,0.0
20200801:1730,0.0,0.0,0.0,26.32,0.97,0.0
20200801:1830,0.0,0.0,0.0,26.03,0.97,0.0
20200801:1930,0.0,0.0,0.0,26.31,0.97,0.0
20200801:2030,0.0,0.0,0.0,26.13,0.9,0.0
20200801:2130,0.68,7.69,1.08,26.39,0.76,0.0
20200801:2230,114.44,169.86,14.11,26.5,0.48,0.0
20200801:2330,272.86,367.96,27.45,27.29,0.28,0.0
20200802:0030,369.73,490.02,40.91,28.46,0.97,0.0
20200802:0130,408.68,535.65,54.49,29.15,1.86,0.0
20200802:0230,460.19,605.76,67.9,29.77,2.28,0.0
20200802:0330,478.21,627.15,79.97,30.25,2.83,0.0
20200802:0430,497.11,650.33,79.94,29.62,3.38,0.0
20200802:0530,461.25,604.93,67.86,29.65,2.76,0.0
20200802:0630,278.27,367.67,54.45,30.09,3.1,0.0
20200802:0730,240.22,318.27,40.87,28.95,3.17,0.0
20200802:0830,116.67,165.21,27.34,28.59,3.1,0.0
20200802:0930,53.59,85.85,13.99,27.74,2.83,0.0
20200802:1030,0.95,8.37,0.94,27.14,3.24,0.0
20200802:1130,0.0,0.0,0.0,26.27,2.48,0.0
20200802:1230,0.0,0.0,0.0,26.17,1.52,0.0
20200802:1330,0.0,0.0,0.0,26.28,1.38,0.0
20200802:1430,0.0,0.0,0.0,26.21,1.03,0.0
20200802:1530,0.0,0.0,0.0,26.09,0.97,0.0
20200802:1630,0.0,0.0,0.0,26.11,1.31,0.0
20200802:1730,0.0,0.0,0.0,25.84,2.0,0.0
20200802:1830,0.0,0.0,0.0,25.53,2.14,0.0
20200802:1930,0.0,0.0,0.0,25.29,2.0,0.0
20200802:2030,0.0,0.0,0.0,25.21,1.86,0.0
20200802:2130,0.0,3.76,0.98,25.33,2.07,0.0
20200802:2230,49.41,81.08,14.02,25.45,2.28,0.0
20200802:2330,83.07,121.37,27.38,25.82,2.76,0.0
20200803:0030,147.2,199.72,40.84,25.94,3.38,0.0
20200803:0130,186.32,246.92,54.42,26.32,4.07,0.0
20200803:0230,159.69,214.48,67.81,26.48,4.21,0.0
20200803:0330,252.24,328.13,79.79,26.78,4.62,0.0
20200803:0430,194.75,257.19,79.74,26.97,4.34,0.0
20200803:0530,282.18,365.33,67.74,26.72,4.55,0.0
20200803:0630,182.08,242.9,54.35,27.13,4.48,0.0
20200803:0730,106.39,149.77,40.77,26.63,5.52,0.0
20200803:0830,63.77,97.22,27.23,26.59,5.31,0.0
20200803:0930,21.34,42.49,13.87,26.76,4.69,0.0
20200803:1030,0.0,2.9,0.82,26.8,4.07,0.0
20200803:1130,0.0,0.0,0.0,26.79,3.45,0.0
20200803:1230,0.0,0.0,0.0,26.47,2.83,0.0
20200803:1330,0.0,0.0,0.0,26.59,2.0,0.0
20200803:1430,0.0,0.0,0.0,26.11,1.59,0.0
20200803:1530,0.0,0.0,0.0,25.83,1.59,0.0
20200803:1630,0.0,0.0,0.0,25.65,1.38,0.0
20200803:1730,0.0,0.0,0.0,25.68,1.03,0.0
20200803:1830,0.0,0.0,0.0,25.79,0.9,0.0
20200803:1930,0.0,0.0,0.0,25.5,1.17,0.0
20200803:2030,0.0,0.0,0.0,25.69,0.83,0.0
20200803:2130,0.57,7.42,0.88,26.07,0.41,0.0
20200803:2230,25.3,48.02,13.94,26.1,0.28,0.0
20200803:2330,47.88,77.18,27.31,26.16,0.34,0.0
20200804:0030,65.72,99.58,40.78,26.5,0.62,0.0
20200804:0130,146.81,201.24,54.36,26.64,0.69,0.0
20200804:0230,151.59,207.82,67.73,27.1,0.41,0.0
20200804:0330,83.52,122.64,79.61,27.26,0.34,0.0
20200804:0430,86.23,126.41,79.53,27.11,0.21,0.0
20200804:0530,172.32,234.89,67.62,27.05,0.07,0.0
20200804:0630,94.78,136.85,54.25,27.3,0.28,0.0
20200804:0730,61.49,94.97,40.67,27.63,0.41,0.0
20200804:0830,55.65,87.59,27.13,27.58,0.62,0.0
20200804:0930,16.9,35.28,13.75,27.49,0.83,0.0
20200804:1030,0.0,5.25,0.68,27.21,0.41,0.0
20200804:1130,0.0,0.0,0.0,26.95,0.55,0.0
20200804:1230,0.0,0.0,0.0,26.36,1.1,0.0
20200804:1330,0.0,0.0,0.0,25.95,1.17,0.0
20200804:1430,0.0,0.0,0.0,25.69,1.24,0.0
20200804:1530,0.0,0.0,0.0,25.45,1.45,0.0
20200804:1630,0.0,0.0,0.0,25.27,1.38,0.0
20200804:1730,0.0,0.0,0.0,25.15,1.38,0.0
20200804:1830,0.0,0.0,0.0,25.01,1.52,0.0
20200804:1930,0.0,0.0,0.0,25.36,1.1,0.0
20200804:2030,0.0,0.0,0.0,25.86,0.76,0.0
20200804:2130,0.0,5.79,0.79,25.72,0.83,0.0
20200804:2230,30.03,53.93,13.86,25.74,0.9,0.0
20200804:2330,114.02,160.58,27.24,26.27,1.03,0.0
20200805:0030,202.88,272.06,40.71,27.25,1.03,0.0
20200805:0130,308.63,410.52,54.29,28.01,0.62,0.0
20200805:0230,180.42,246.23,67.63,28.78,0.76,0.0
20200805:0330,327.56,437.36,79.42,28.92,0.83,0.0
20200805:0430,392.5,524.46,79.32,29.51,1.1,0.0
20200805:0530,389.97,521.74,67.49,29.94,1.45,0.0
20200805:0630,248.37,331.52,54.14,30.09,1.86,0.0
20200805:0730,126.33,177.65,40.56,29.57,1.17,0.0
20200805:0830,146.53,204.71,27.02,29.4,1.31,0.0
20200805:0930,36.16,62.99,13.63,29.34,1.59,0.0
20200805:1030,0.0,5.7,0.55,28.65,1.52,0.0
20200805:1130,0.0,0.0,0.0,28.24,1.72,0.0
20200805:1230,0.0,0.0,0.0,27.73,1.86,0.0
20200805:1330,0.0,0.0,0.0,27.22,2.0,0.0
20200805:1430,0.0,0.0,0.0,26.79,2.14,0.0
20200805:1530,0.0,0.0,0.0,26.5,2.28,0.0
20200805:1630,0.0,0.0,0.0,26.11,2.07,0.0
20200805:1730,0.0,0.0,0.0,25.74,1.86,0.0
20200805:1830,0.0,0.0,0.0,25.4,1.72,0.0
20200805:1930,0.0,0.0,0.0,25.63,1.45,0.0
20200805:2030,0.0,0.0,0.0,25.57,1.31,0.0
20200805:2130,1.1,8.69,0.69,25.35,1.45,0.0
20200805:2230,106.78,158.25,13.78,25.52,1.24,0.0
20200805:2330,250.87,338.3,27.17,27.25,0.69,0.0
20200806:0030,355.3,474.35,40.65,28.43,0.41,0.0
20200806:0130,441.44,592.37,54.22,29.32,0.55,0.0
20200806:0230,506.42,682.22,67.54,30.08,1.03,0.0
20200806:0330,522.26,701.83,79.22,30.65,1.52,0.0
20200806:0430,493.78,658.96,79.09,30.99,1.86,0.0
20200806:0530,385.75,511.0,67.35,31.01,1.93,0.0
20200806:0630,383.04,508.18,54.02,30.58,1.72,0.0
20200806:0730,296.3,394.03,40.45,30.9,2.48,0.0
20200806:0830,216.9,296.23,26.9,30.43,2.69,0.0
20200806:0930,100.48,152.98,13.51,29.87,2.55,0.0
20200806:1030,1.47,9.64,0.4,29.05,2.48,0.0
20200806:1130,0.0,0.0,0.0,28.31,2.55,0.0
20200806:1230,0.0,0.0,0.0,27.73,2.62,0.0
20200806:1330,0.0,0.0,0.0,27.27,2.55,0.0
20200806:1430,0.0,0.0,0.0,26.88,2.28,0.0
20200806:1530,0.0,0.0,0.0,26.52,2.0,0.0
20200806:1630,0.0,0.0,0.0,26.25,1.86,0.0
20200806:1730,0.0,0.0,0.0,26.13,1.66,0.0
20200806:1830,0.0,0.0,0.0,25.96,1.52,0.0
20200806:1930,0.0,0.0,0.0,25.98,1.59,0.0
20200806:2030,0.0,0.0,0.0,25.8,1.45,0.0
20200806:2130,0.45,7.1,0.59,26.12,1.03,0.0
20200806:2230,112.23,167.81,13.7,26.05,1.03,0.0
20200806:2330,272.72,367.84,27.1,27.53,0.83,0.0
20200807:0030,364.48,485.21,40.59,28.56,0.69,0.0
20200807:0130,455.15,611.14,54.15,29.45,0.62,0.0
20200807:0230,412.45,546.59,67.45,30.24,1.24,0.0
20200807:0330,457.06,607.67,79.02,30.59,1.59,0.0
20200807:0430,467.97,622.7,78.86,30.86,1.79,0.0
20200807:0530,454.83,607.33,67.21,31.12,1.79,0.0
20200807:0630,454.47,607.96,53.9,31.34,1.66,0.0
20200807:0730,330.74,441.82,40.34,31.58,2.28,0.0
20200807:0830,191.81,264.75,26.78,31.19,2.28,0.0
20200807:0930,78.5,126.28,13.38,30.35,1.86,0.0
20200807:1030,0.41,7.06,0.26,29.62,1.66,0.0
20200807:1130,0.0,0.0,0.0,28.99,1.66,0.0
20200807:1230,0.0,0.0,0.0,28.24,1.72,0.0
20200807:1330,0.0,0.0,0.0,27.62,1.72,0.0
20200807:1430,0.0,0.0,0.0,27.16,1.66,0.0
20200807:1530,0.0,0.0,0.0,26.78,1.59,0.0
20200807:1630,0.0,0.0,0.0,26.45,1.45,0.0
20200807:1730,0.0,0.0,0.0,26.23,1.31,0.0
20200807:1830,0.0,0.0,0.0,26.0,1.24,0.0
20200807:1930,0.0,0.0,0.0,25.74,1.31,0.0
20200807:2030,0.0,0.0,0.0,25.62,1.31,0.0
20200807:2130,1.1,8.69,0.5,25.43,1.17,0.0
20200807:2230,113.53,167.73,13.62,25.49,1.17,0.0
20200807:2330,259.34,349.2,27.03,27.23,0.97,0.0
20200808:0030,378.28,502.17,40.52,28.24,0.97,0.0
20200808:0130,420.06,561.62,54.08,29.09,0.62,0.0
20200808:0230,483.43,654.82,67.35,29.82,0.48,0.0
20200808:0330,452.1,611.12,78.82,30.35,0.83,0.0
20200808:0430,382.52,510.98,78.62,30.34,1.03,0.0
20200808:0530,323.06,427.4,67.06,30.28,1.31,0.0
20200808:0630,360.77,477.06,53.78,30.08,1.45,0.0
20200808:0730,349.03,464.16,40.22,30.2,1.79,0.0
20200808:0830,179.09,248.82,26.65,29.97,1.59,0.0
20200808:0930,110.26,170.72,13.24,29.48,1.86,0.0
20200808:1030,0.33,6.83,0.11,28.87,1.93,0.0
20200808:1130,0.0,0.0,0.0,28.18,2.0,0.0
20200808:1230,0.0,0.0,0.0,27.51,2.21,0.0
20200808:1330,0.0,0.0,0.0,26.92,2.41,0.0
20200808:1430,0.0,0.0,0.0,26.46,2.41,0.0
20200808:1530,0.0,0.0,0.0,25.98,2.41,0.0
20200808:1630,0.0,0.0,0.0,25.46,2.21,0.0
20200808:1730,0.0,0.0,0.0,24.92,1.93,0.0
20200808:1830,0.0,0.0,0.0,24.54,1.66,0.0
20200808:1930,0.0,0.0,0.0,24.87,1.59,0.0
20200808:2030,0.0,0.0,0.0,25.02,1.24,0.0
20200808:2130,1.06,8.6,0.4,24.95,1.24,0.0
20200808:2230,77.41,117.53,13.54,24.97,1.45,0.0
20200808:2330,175.64,238.62,26.96,26.87,1.93,0.0
20200809:0030,284.71,373.9,40.46,27.76,2.41,0.0
20200809:0130,369.9,486.24,54.01,28.71,2.55,0.0
20200809:0230,404.75,533.57,67.25,29.61,2.83,0.0
20200809:0330,388.49,513.79,78.61,30.28,2.76,0.0
20200809:0430,428.21,569.3,78.37,30.68,2.48,0.0
